,Sterman soil,SC_OH trf_linear  soil,SC_OH trf_linear (constrained) soil,SC_OH trf_soft_l1 (constrained) soil,SC_OH trf_huber (constrained) soil,SC_OH dogbox_huber (constrained) soil
61,56.46688844612733,61.415307562107365,56.9254455317583,57.296949477480695,57.3886484398587,57.39144258799055
62,56.747908286694106,61.624811071880785,57.17698233737204,57.5234799554717,57.60871241321597,57.61155823639029
63,57.03523500184102,61.83762533542831,57.434141806754965,57.75503003307023,57.833656097993945,57.836556115875666
64,57.328736439584176,62.053700695651855,57.69680980163214,57.99150319074695,58.063383910909536,58.06634084923051
65,57.62828102035846,62.27298704623448,57.96487242416586,58.232802908995986,58.29779992177865,58.30081671252241
66,57.933737787980895,62.495433874693326,58.238216075679425,58.47883272334179,58.53680792065425,58.539887701740774
67,58.24497645865401,62.72099030535648,58.51672751345054,58.72949627805678,58.78031148458112,58.78345759906208
68,58.56186746802288,62.949605142169716,58.80029390556259,58.98469737854505,59.028214043830225,59.03143003860687
69,58.88428201630268,63.18122691124191,59.08880288380672,59.24434004235159,59.28041894748032,59.283708571557376
70,59.212092111495664,63.41580390304083,59.38214259463184,59.50832854876089,59.53682952821937,59.54019673050967
71,59.54517061071947,63.65328421415461,59.68020174814367,59.77656748695307,59.79734916624381,59.800798092939466
72,59.88339125967032,63.89361578853746,59.982869665157914,60.04896180268961,60.06188135213949,60.0654163436665
73,60.226628730246986,64.1367464581624,60.290036322315835,60.32541684350512,60.330329748633915,60.33395533620815
74,60.574758656363095,64.38262398300748,60.60159239527439,60.60583840238513,60.60259825111621,60.60631915291932
75,60.92765766797686,64.63119609030619,60.91742929998562,60.890132759914145,60.878591046827054,60.882412163821925
76,61.28520342336898,64.88241051299758,61.23743923208332,61.17820672488148,61.15821267262817,61.162139084033875
77,61.64727463970059,65.1362150273152,61.56151520439744,61.4699676733363,61.441368071267384,61.44540502971426
78,62.01375112188425,65.3925574894594,61.889551082619285,61.76532358608663,61.727962646062274,61.73211557244818
