,Sterman soil,SC_OP trf_linear  soil,SC_OP trf_linear (constrained) soil,SC_OP trf_soft_l1 (constrained) soil,SC_OP trf_huber (constrained) soil,SC_OP trf_cauchy (constrained) soil
9206,172.11532562961065,397.75319479348985,188.07879549020635,190.0561096580616,194.4362858783372,198.62001881365086
9207,172.11532562961065,397.7532584091041,188.07879549020635,190.05610965806162,194.43628587833734,198.62001881366203
9208,172.11532562961065,397.7533219655733,188.07879549020635,190.05610965806164,194.4362858783375,198.62001881367317
9209,172.11532562961065,397.75338546295256,188.07879549020635,190.05610965806167,194.43628587833763,198.62001881368428
9210,172.11532562961065,397.7534489012968,188.07879549020635,190.0561096580617,194.43628587833777,198.62001881369537
9211,172.11532562961065,397.75351228066086,188.07879549020635,190.05610965806173,194.4362858783379,198.62001881370642
9212,172.11532562961065,397.7535756010996,188.07879549020635,190.05610965806176,194.43628587833805,198.62001881371745
9213,172.11532562961065,397.7536388626678,188.07879549020635,190.05610965806179,194.4362858783382,198.62001881372845
9214,172.11532562961065,397.7537020654202,188.07879549020635,190.0561096580618,194.43628587833834,198.62001881373942
9215,172.11532562961065,397.7537652094115,188.07879549020635,190.05610965806184,194.43628587833848,198.62001881375036
9216,172.11532562961065,397.7538282946963,188.07879549020635,190.05610965806187,194.43628587833862,198.62001881376128
9217,172.11532562961065,397.75389132132915,188.07879549020635,190.0561096580619,194.43628587833877,198.62001881377216
9218,172.11532562961065,397.75395428936463,188.07879549020635,190.05610965806193,194.4362858783389,198.62001881378302
9219,172.11532562961065,397.75401719885724,188.07879549020635,190.05610965806196,194.43628587833905,198.62001881379385
9220,172.11532562961065,397.7540800498614,188.07879549020635,190.05610965806198,194.4362858783392,198.62001881380465
9221,172.11532562961065,397.7541428424314,188.07879549020635,190.056109658062,194.43628587833933,198.62001881381542
9222,172.11532562961065,397.7542055766217,188.07879549020635,190.05610965806204,194.43628587833948,198.62001881382616
9223,172.11532562961065,397.7542682524865,188.07879549020635,190.05610965806207,194.43628587833962,198.62001881383688
9224,172.11532562961065,397.75433087008,188.07879549020635,190.0561096580621,194.43628587833976,198.62001881384757
9225,172.11532562961065,397.75439342945646,188.07879549020635,190.05610965806213,194.4362858783399,198.62001881385822
9226,172.11532562961065,397.75445593066996,188.07879549020635,190.05610965806216,194.43628587834004,198.62001881386885
9227,172.11532562961065,397.75451837377454,188.07879549020635,190.05610965806218,194.4362858783402,198.62001881387945
9228,172.11532562961065,397.75458075882426,188.07879549020635,190.0561096580622,194.43628587834033,198.62001881389003
9229,172.11532562961065,397.7546430858731,188.07879549020635,190.05610965806224,194.43628587834047,198.62001881390057
9230,172.11532562961065,397.754705354975,188.07879549020635,190.05610965806227,194.4362858783406,198.6200188139111
9231,172.11532562961065,397.7547675661838,188.07879549020635,190.0561096580623,194.43628587834075,198.62001881392158
9232,172.11532562961065,397.7548297195533,188.07879549020635,190.05610965806233,194.4362858783409,198.62001881393203
9233,172.11532562961065,397.75489181513734,188.07879549020635,190.05610965806235,194.43628587834104,198.62001881394247
9234,172.11532562961065,397.7549538529897,188.07879549020635,190.05610965806238,194.43628587834118,198.62001881395287
9235,172.11532562961065,397.7550158331639,188.07879549020635,190.0561096580624,194.43628587834132,198.62001881396324
9236,172.11532562961065,397.75507775571367,188.07879549020635,190.05610965806244,194.43628587834147,198.6200188139736
9237,172.11532562961065,397.75513962069255,188.07879549020635,190.05610965806247,194.4362858783416,198.6200188139839
9238,172.11532562961065,397.75520142815407,188.07879549020635,190.0561096580625,194.43628587834175,198.6200188139942
9239,172.11532562961065,397.75526317815167,188.07879549020635,190.05610965806252,194.4362858783419,198.62001881400445
9240,172.11532562961065,397.75532487073883,188.07879549020635,190.05610965806255,194.43628587834203,198.6200188140147
9241,172.11532562961065,397.7553865059689,188.07879549020635,190.05610965806258,194.43628587834218,198.62001881402495
9242,172.11532562961065,397.7554480838952,188.07879549020635,190.0561096580626,194.43628587834232,198.62001881403515
